year,symbol,price
27/07/2021,BHN,48.20
26/07/2021,BHN,50.90
23/07/2021,BHN,51.90
22/07/2021,BHN,52.00
21/07/2021,BHN,51.30
20/07/2021,BHN,51.30
19/07/2021,BHN,51.30
16/07/2021,BHN,53.70
15/07/2021,BHN,54.00
14/07/2021,BHN,54.50
13/07/2021,BHN,54.50
12/07/2021,BHN,54.20
09/07/2021,BHN,58.20
08/07/2021,BHN,58.50
07/07/2021,BHN,61.50
06/07/2021,BHN,62.10
05/07/2021,BHN,61.20
02/07/2021,BHN,62.00
01/07/2021,BHN,62.00
30/06/2021,BHN,65.60
29/06/2021,BHN,65.60
28/06/2021,BHN,65.50
25/06/2021,BHN,65.80
24/06/2021,BHN,64.00
23/06/2021,BHN,67.00
22/06/2021,BHN,67.10
21/06/2021,BHN,67.50
18/06/2021,BHN,64.00
17/06/2021,BHN,62.10
16/06/2021,BHN,62.30
15/06/2021,BHN,62.50
14/06/2021,BHN,62.50
11/06/2021,BHN,62.50
10/06/2021,BHN,63.00
09/06/2021,BHN,60.80
08/06/2021,BHN,62.40
07/06/2021,BHN,60.70
04/06/2021,BHN,60.50
03/06/2021,BHN,62.50
02/06/2021,BHN,62.50
01/06/2021,BHN,62.60
31/05/2021,BHN,60.70
28/05/2021,BHN,62.80
27/05/2021,BHN,61.50
26/05/2021,BHN,61.90
25/05/2021,BHN,61.90
24/05/2021,BHN,61.90
21/05/2021,BHN,61.00
20/05/2021,BHN,61.00
19/05/2021,BHN,62.50
18/05/2021,BHN,62.50
17/05/2021,BHN,61.60
14/05/2021,BHN,64.10
13/05/2021,BHN,63.50
12/05/2021,BHN,64.00
11/05/2021,BHN,65.20
10/05/2021,BHN,65.30
07/05/2021,BHN,66.70
06/05/2021,BHN,67.80
05/05/2021,BHN,68.00
04/05/2021,BHN,67.00
29/04/2021,BHN,67.00
28/04/2021,BHN,67.20
27/04/2021,BHN,67.20
26/04/2021,BHN,67.10
23/04/2021,BHN,68.00
22/04/2021,BHN,68.00
20/04/2021,BHN,67.00
19/04/2021,BHN,67.00
16/04/2021,BHN,68.90
15/04/2021,BHN,69.00
14/04/2021,BHN,70.20
13/04/2021,BHN,70.50
12/04/2021,BHN,70.50
09/04/2021,BHN,69.80
08/04/2021,BHN,70.00
07/04/2021,BHN,69.50
06/04/2021,BHN,69.40
05/04/2021,BHN,70.00
02/04/2021,BHN,68.10
01/04/2021,BHN,71.20
31/03/2021,BHN,71.00
30/03/2021,BHN,71.00
29/03/2021,BHN,71.10
26/03/2021,BHN,71.80
25/03/2021,BHN,71.40
24/03/2021,BHN,70.70
23/03/2021,BHN,71.20
22/03/2021,BHN,71.20
19/03/2021,BHN,72.00
18/03/2021,BHN,71.50
17/03/2021,BHN,72.00
16/03/2021,BHN,71.00
15/03/2021,BHN,72.50
12/03/2021,BHN,71.40
11/03/2021,BHN,71.50
10/03/2021,BHN,72.50
09/03/2021,BHN,71.00
08/03/2021,BHN,71.40
05/03/2021,BHN,72.80
04/03/2021,BHN,68.80
03/03/2021,BHN,73.90
02/03/2021,BHN,72.80
01/03/2021,BHN,73.60
26/02/2021,BHN,72.50
25/02/2021,BHN,73.00
24/02/2021,BHN,73.00
23/02/2021,BHN,74.20
22/02/2021,BHN,75.50
19/02/2021,BHN,74.00
18/02/2021,BHN,74.00
17/02/2021,BHN,78.50
09/02/2021,BHN,74.90
08/02/2021,BHN,73.40
05/02/2021,BHN,75.60
04/02/2021,BHN,75.60
03/02/2021,BHN,70.70
02/02/2021,BHN,75.00
01/02/2021,BHN,74.20
29/01/2021,BHN,74.10
28/01/2021,BHN,74.00
27/01/2021,BHN,79.00
26/01/2021,BHN,80.00
25/01/2021,BHN,81.50
22/01/2021,BHN,80.00
21/01/2021,BHN,80.70
20/01/2021,BHN,80.00
19/01/2021,BHN,81.00
18/01/2021,BHN,83.00
15/01/2021,BHN,82.40
14/01/2021,BHN,83.00
13/01/2021,BHN,80.50
12/01/2021,BHN,78.00
11/01/2021,BHN,79.30
08/01/2021,BHN,83.50
07/01/2021,BHN,78.90
06/01/2021,BHN,76.40
05/01/2021,BHN,76.60
04/01/2021,BHN,76.50
10/12/2021,BID,44.60
09/12/2021,BID,44.00
08/12/2021,BID,44.00
07/12/2021,BID,43.60
06/12/2021,BID,41.95
03/12/2021,BID,42.00
02/12/2021,BID,44.20
01/12/2021,BID,44.30
30/11/2021,BID,44.40
29/11/2021,BID,44.50
26/11/2021,BID,45.45
25/11/2021,BID,45.35
24/11/2021,BID,46.05
23/11/2021,BID,44.70
22/11/2021,BID,45.55
19/11/2021,BID,44.40
18/11/2021,BID,44.50
17/11/2021,BID,43.60
16/11/2021,BID,42.80
15/11/2021,BID,42.80
12/11/2021,BID,43.20
11/11/2021,BID,42.80
10/11/2021,BID,43.00
09/11/2021,BID,43.00
08/11/2021,BID,43.90
05/11/2021,BID,43.60
04/11/2021,BID,44.00
03/11/2021,BID,43.05
02/11/2021,BID,41.95
01/11/2021,BID,41.80
29/10/2021,BID,41.50
28/10/2021,BID,39.85
27/10/2021,BID,39.90
26/10/2021,BID,39.20
25/10/2021,BID,39.20
22/10/2021,BID,39.30
21/10/2021,BID,39.50
20/10/2021,BID,39.75
19/10/2021,BID,40.05
18/10/2021,BID,39.30
15/10/2021,BID,39.50
14/10/2021,BID,39.55
13/10/2021,BID,39.90
12/10/2021,BID,40.25
11/10/2021,BID,40.00
08/10/2021,BID,39.20
07/10/2021,BID,39.15
06/10/2021,BID,39.40
05/10/2021,BID,39.30
04/10/2021,BID,38.90
01/10/2021,BID,38.80
30/09/2021,BID,39.45
29/09/2021,BID,39.90
28/09/2021,BID,40.10
27/09/2021,BID,39.40
24/09/2021,BID,39.70
23/09/2021,BID,39.45
22/09/2021,BID,39.60
21/09/2021,BID,39.65
20/09/2021,BID,39.90
17/09/2021,BID,40.00
16/09/2021,BID,39.40
15/09/2021,BID,38.80
14/09/2021,BID,38.70
13/09/2021,BID,39.15
10/09/2021,BID,39.65
09/09/2021,BID,39.80
08/09/2021,BID,39.60
07/09/2021,BID,39.70
06/09/2021,BID,39.10
01/09/2021,BID,39.00
31/08/2021,BID,38.95
30/08/2021,BID,39.45
27/08/2021,BID,38.70
26/08/2021,BID,38.60
25/08/2021,BID,39.45
24/08/2021,BID,39.40
23/08/2021,BID,39.30
20/08/2021,BID,40.50
19/08/2021,BID,42.50
18/08/2021,BID,42.65
17/08/2021,BID,42.95
16/08/2021,BID,43.30
13/08/2021,BID,42.55
12/08/2021,BID,42.80
11/08/2021,BID,43.10
10/08/2021,BID,43.30
09/08/2021,BID,43.15
06/08/2021,BID,42.90
05/08/2021,BID,42.95
04/08/2021,BID,43.00
03/08/2021,BID,43.35
02/08/2021,BID,42.55
30/07/2021,BID,41.10
29/07/2021,BID,41.00
28/07/2021,BID,40.50
27/07/2021,BID,40.20
26/07/2021,BID,40.00
23/07/2021,BID,40.20
22/07/2021,BID,41.00
21/07/2021,BID,40.70
20/07/2021,BID,41.00
19/07/2021,BID,39.65
16/07/2021,BID,42.50
15/07/2021,BID,42.70
14/07/2021,BID,42.60
13/07/2021,BID,42.40
12/07/2021,BID,42.00
09/07/2021,BID,44.90
08/07/2021,BID,45.80
07/07/2021,BID,45.50
06/07/2021,BID,44.00
05/07/2021,BID,46.65
02/07/2021,BID,47.05
01/07/2021,BID,47.30
30/06/2021,BID,47.25
29/06/2021,BID,46.90
28/06/2021,BID,46.90
25/06/2021,BID,45.55
24/06/2021,BID,45.20
23/06/2021,BID,45.40
22/06/2021,BID,45.00
21/06/2021,BID,45.00
18/06/2021,BID,46.15
17/06/2021,BID,45.90
16/06/2021,BID,45.30
15/06/2021,BID,44.90
14/06/2021,BID,44.90
11/06/2021,BID,45.20
10/06/2021,BID,43.90
09/06/2021,BID,45.45
08/06/2021,BID,44.80
07/06/2021,BID,46.80
04/06/2021,BID,49.00
03/06/2021,BID,48.80
02/06/2021,BID,47.40
01/06/2021,BID,48.00
31/05/2021,BID,48.70
28/05/2021,BID,47.15
27/05/2021,BID,45.40
26/05/2021,BID,46.65
25/05/2021,BID,46.70
24/05/2021,BID,46.00
21/05/2021,BID,44.75
20/05/2021,BID,41.85
19/05/2021,BID,40.90
18/05/2021,BID,40.90
17/05/2021,BID,41.80
14/05/2021,BID,42.35
13/05/2021,BID,42.60
12/05/2021,BID,42.65
11/05/2021,BID,42.10
10/05/2021,BID,41.40
07/05/2021,BID,40.65
06/05/2021,BID,41.25
05/05/2021,BID,41.90
04/05/2021,BID,41.30
29/04/2021,BID,41.00
28/04/2021,BID,40.60
27/04/2021,BID,40.35
26/04/2021,BID,40.50
23/04/2021,BID,42.00
22/04/2021,BID,41.00
20/04/2021,BID,43.20
19/04/2021,BID,43.00
16/04/2021,BID,42.00
15/04/2021,BID,43.05
14/04/2021,BID,44.00
13/04/2021,BID,43.65
12/04/2021,BID,44.75
09/04/2021,BID,44.30
08/04/2021,BID,44.80
07/04/2021,BID,45.55
06/04/2021,BID,45.75
05/04/2021,BID,45.55
02/04/2021,BID,45.00
01/04/2021,BID,43.95
31/03/2021,BID,42.95
30/03/2021,BID,42.85
29/03/2021,BID,42.55
26/03/2021,BID,42.10
25/03/2021,BID,42.25
24/03/2021,BID,42.15
23/03/2021,BID,43.70
22/03/2021,BID,44.65
19/03/2021,BID,45.00
18/03/2021,BID,45.00
17/03/2021,BID,43.30
16/03/2021,BID,42.40
15/03/2021,BID,43.00
12/03/2021,BID,43.35
11/03/2021,BID,43.30
10/03/2021,BID,42.00
09/03/2021,BID,41.85
08/03/2021,BID,42.45
05/03/2021,BID,42.40
04/03/2021,BID,42.75
03/03/2021,BID,43.80
02/03/2021,BID,44.05
01/03/2021,BID,44.10
26/02/2021,BID,43.60
25/02/2021,BID,42.95
24/02/2021,BID,43.05
23/02/2021,BID,44.00
22/02/2021,BID,43.75
19/02/2021,BID,44.10
18/02/2021,BID,43.40
17/02/2021,BID,42.10
09/02/2021,BID,40.80
08/02/2021,BID,40.10
05/02/2021,BID,41.80
04/02/2021,BID,41.50
03/02/2021,BID,41.35
02/02/2021,BID,39.35
01/02/2021,BID,39.10
29/01/2021,BID,39.90
28/01/2021,BID,38.45
27/01/2021,BID,41.30
26/01/2021,BID,42.55
25/01/2021,BID,44.60
22/01/2021,BID,45.25
21/01/2021,BID,46.50
20/01/2021,BID,45.50
19/01/2021,BID,45.25
18/01/2021,BID,48.65
15/01/2021,BID,48.85
14/01/2021,BID,48.85
13/01/2021,BID,48.45
12/01/2021,BID,48.75
11/01/2021,BID,48.25
08/01/2021,BID,48.50
07/01/2021,BID,48.90
06/01/2021,BID,48.80
05/01/2021,BID,47.90
04/01/2021,BID,48.25
10/12/2021,BMC,26.20
09/12/2021,BMC,26.00
08/12/2021,BMC,27.00
07/12/2021,BMC,27.00
06/12/2021,BMC,27.10
03/12/2021,BMC,27.35
02/12/2021,BMC,28.85
01/12/2021,BMC,27.00
30/11/2021,BMC,27.00
29/11/2021,BMC,26.80
26/11/2021,BMC,26.80
25/11/2021,BMC,27.20
24/11/2021,BMC,27.00
23/11/2021,BMC,27.45
22/11/2021,BMC,27.45
19/11/2021,BMC,29.50
18/11/2021,BMC,31.70
17/11/2021,BMC,32.40
16/11/2021,BMC,30.30
15/11/2021,BMC,30.05
12/11/2021,BMC,28.10
11/11/2021,BMC,28.10
10/11/2021,BMC,27.25
09/11/2021,BMC,28.40
08/11/2021,BMC,28.65
05/11/2021,BMC,29.25
04/11/2021,BMC,29.20
03/11/2021,BMC,29.45
02/11/2021,BMC,28.45
01/11/2021,BMC,26.60
29/10/2021,BMC,26.45
28/10/2021,BMC,26.50
27/10/2021,BMC,27.00
26/10/2021,BMC,26.50
25/10/2021,BMC,26.75
22/10/2021,BMC,27.60
21/10/2021,BMC,26.20
20/10/2021,BMC,27.00
19/10/2021,BMC,27.20
18/10/2021,BMC,27.45
15/10/2021,BMC,27.20
14/10/2021,BMC,28.00
13/10/2021,BMC,26.90
12/10/2021,BMC,28.10
11/10/2021,BMC,26.80
08/10/2021,BMC,27.85
07/10/2021,BMC,29.00
06/10/2021,BMC,29.20
05/10/2021,BMC,29.15
04/10/2021,BMC,31.30
01/10/2021,BMC,29.60
30/09/2021,BMC,31.50
29/09/2021,BMC,31.80
28/09/2021,BMC,30.20
27/09/2021,BMC,28.25
24/09/2021,BMC,30.35
23/09/2021,BMC,32.60
22/09/2021,BMC,35.05
21/09/2021,BMC,32.80
20/09/2021,BMC,30.70
17/09/2021,BMC,28.70
16/09/2021,BMC,26.85
15/09/2021,BMC,25.10
14/09/2021,BMC,25.80
13/09/2021,BMC,24.30
10/09/2021,BMC,22.75
09/09/2021,BMC,22.20
08/09/2021,BMC,21.25
07/09/2021,BMC,22.80
06/09/2021,BMC,24.40
01/09/2021,BMC,22.85
31/08/2021,BMC,21.40
30/08/2021,BMC,20.00
27/08/2021,BMC,18.70
26/08/2021,BMC,18.10
25/08/2021,BMC,18.85
24/08/2021,BMC,17.65
23/08/2021,BMC,16.50
20/08/2021,BMC,16.00
19/08/2021,BMC,16.00
18/08/2021,BMC,16.35
17/08/2021,BMC,16.50
16/08/2021,BMC,17.00
13/08/2021,BMC,16.45
12/08/2021,BMC,15.40
11/08/2021,BMC,15.10
10/08/2021,BMC,15.45
09/08/2021,BMC,15.35
06/08/2021,BMC,14.50
05/08/2021,BMC,14.40
04/08/2021,BMC,14.50
03/08/2021,BMC,14.45
02/08/2021,BMC,14.40
30/07/2021,BMC,14.70
29/07/2021,BMC,14.75
28/07/2021,BMC,14.70
27/07/2021,BMC,14.85
26/07/2021,BMC,14.10
23/07/2021,BMC,14.00
22/07/2021,BMC,14.10
21/07/2021,BMC,14.20
20/07/2021,BMC,13.90
19/07/2021,BMC,13.75
16/07/2021,BMC,14.10
15/07/2021,BMC,14.15
14/07/2021,BMC,14.15
13/07/2021,BMC,14.15
12/07/2021,BMC,13.25
09/07/2021,BMC,14.20
08/07/2021,BMC,14.70
07/07/2021,BMC,14.55
06/07/2021,BMC,14.50
05/07/2021,BMC,15.50
02/07/2021,BMC,16.00
01/07/2021,BMC,16.10
30/06/2021,BMC,16.15
29/06/2021,BMC,16.40
28/06/2021,BMC,16.55
25/06/2021,BMC,16.00
24/06/2021,BMC,16.50
23/06/2021,BMC,16.85
22/06/2021,BMC,17.40
21/06/2021,BMC,16.80
18/06/2021,BMC,17.10
17/06/2021,BMC,17.30
16/06/2021,BMC,16.95
15/06/2021,BMC,16.90
14/06/2021,BMC,16.45
11/06/2021,BMC,15.90
10/06/2021,BMC,15.60
09/06/2021,BMC,16.00
08/06/2021,BMC,16.00
07/06/2021,BMC,16.55
04/06/2021,BMC,15.50
03/06/2021,BMC,15.25
02/06/2021,BMC,14.90
01/06/2021,BMC,14.45
31/05/2021,BMC,14.90
28/05/2021,BMC,15.10
27/05/2021,BMC,14.80
26/05/2021,BMC,14.80
25/05/2021,BMC,15.25
24/05/2021,BMC,15.30
21/05/2021,BMC,15.00
20/05/2021,BMC,14.50
19/05/2021,BMC,14.80
18/05/2021,BMC,15.35
17/05/2021,BMC,15.60
14/05/2021,BMC,16.00
13/05/2021,BMC,16.00
12/05/2021,BMC,16.40
11/05/2021,BMC,16.20
10/05/2021,BMC,15.40
07/05/2021,BMC,15.30
06/05/2021,BMC,15.30
05/05/2021,BMC,15.30
04/05/2021,BMC,15.00
29/04/2021,BMC,15.30
28/04/2021,BMC,15.10
27/04/2021,BMC,15.00
26/04/2021,BMC,15.25
23/04/2021,BMC,16.25
22/04/2021,BMC,15.80
20/04/2021,BMC,16.80
19/04/2021,BMC,16.90
16/04/2021,BMC,16.60
15/04/2021,BMC,17.60
14/04/2021,BMC,17.90
13/04/2021,BMC,17.80
12/04/2021,BMC,18.70
09/04/2021,BMC,18.70
08/04/2021,BMC,18.90
07/04/2021,BMC,19.40
06/04/2021,BMC,19.30
05/04/2021,BMC,18.45
02/04/2021,BMC,18.30
01/04/2021,BMC,17.95
31/03/2021,BMC,18.00
30/03/2021,BMC,18.50
29/03/2021,BMC,18.80
26/03/2021,BMC,18.35
25/03/2021,BMC,18.80
24/03/2021,BMC,18.30
23/03/2021,BMC,19.30
22/03/2021,BMC,19.60
19/03/2021,BMC,19.10
18/03/2021,BMC,19.20
17/03/2021,BMC,19.80
16/03/2021,BMC,19.85
15/03/2021,BMC,20.10
12/03/2021,BMC,18.80
11/03/2021,BMC,19.10
10/03/2021,BMC,19.30
09/03/2021,BMC,20.00
08/03/2021,BMC,19.30
05/03/2021,BMC,20.70
04/03/2021,BMC,19.40
03/03/2021,BMC,18.15
02/03/2021,BMC,17.00
01/03/2021,BMC,15.95
26/02/2021,BMC,14.95
25/02/2021,BMC,14.40
24/02/2021,BMC,14.30
23/02/2021,BMC,14.85
22/02/2021,BMC,14.55
19/02/2021,BMC,13.60
18/02/2021,BMC,13.45
17/02/2021,BMC,13.55
09/02/2021,BMC,12.80
08/02/2021,BMC,12.80
05/02/2021,BMC,13.10
04/02/2021,BMC,13.20
03/02/2021,BMC,13.20
02/02/2021,BMC,12.90
01/02/2021,BMC,12.95
29/01/2021,BMC,13.90
28/01/2021,BMC,13.90
27/01/2021,BMC,14.90
26/01/2021,BMC,16.00
25/01/2021,BMC,16.70
22/01/2021,BMC,16.05
21/01/2021,BMC,15.00
20/01/2021,BMC,14.55
19/01/2021,BMC,15.35
18/01/2021,BMC,16.50
15/01/2021,BMC,16.00
14/01/2021,BMC,15.20
13/01/2021,BMC,14.35
12/01/2021,BMC,14.10
11/01/2021,BMC,14.30
08/01/2021,BMC,14.50
07/01/2021,BMC,14.50
06/01/2021,BMC,14.75
05/01/2021,BMC,15.10
04/01/2021,BMC,14.20
10/12/2021,BMP,58.40
09/12/2021,BMP,58.70
08/12/2021,BMP,58.00
07/12/2021,BMP,57.50
06/12/2021,BMP,56.00
03/12/2021,BMP,58.00
02/12/2021,BMP,58.70
01/12/2021,BMP,59.40
30/11/2021,BMP,60.00
29/11/2021,BMP,59.10
26/11/2021,BMP,60.00
25/11/2021,BMP,60.50
24/11/2021,BMP,59.10
23/11/2021,BMP,59.70
22/11/2021,BMP,58.50
19/11/2021,BMP,59.40
18/11/2021,BMP,59.60
17/11/2021,BMP,59.60
16/11/2021,BMP,60.00
15/11/2021,BMP,59.10
12/11/2021,BMP,61.80
11/11/2021,BMP,62.50
10/11/2021,BMP,62.50
09/11/2021,BMP,62.10
08/11/2021,BMP,63.00
05/11/2021,BMP,62.90
04/11/2021,BMP,62.20
03/11/2021,BMP,61.00
02/11/2021,BMP,60.40
01/11/2021,BMP,60.00
29/10/2021,BMP,60.00
28/10/2021,BMP,59.60
27/10/2021,BMP,56.90
26/10/2021,BMP,56.90
25/10/2021,BMP,55.30
22/10/2021,BMP,54.70
21/10/2021,BMP,55.50
20/10/2021,BMP,53.30
19/10/2021,BMP,52.80
18/10/2021,BMP,53.10
15/10/2021,BMP,53.10
14/10/2021,BMP,53.10
13/10/2021,BMP,53.00
12/10/2021,BMP,53.00
11/10/2021,BMP,53.00
08/10/2021,BMP,53.10
07/10/2021,BMP,53.00
06/10/2021,BMP,52.10
05/10/2021,BMP,51.80
04/10/2021,BMP,51.90
01/10/2021,BMP,52.90
30/09/2021,BMP,52.80
29/09/2021,BMP,52.80
28/09/2021,BMP,53.10
27/09/2021,BMP,53.20
24/09/2021,BMP,53.60
23/09/2021,BMP,53.90
22/09/2021,BMP,54.00
21/09/2021,BMP,54.40
20/09/2021,BMP,53.80
17/09/2021,BMP,53.90
16/09/2021,BMP,54.20
15/09/2021,BMP,54.50
14/09/2021,BMP,53.90
13/09/2021,BMP,54.10
10/09/2021,BMP,53.90
09/09/2021,BMP,53.90
08/09/2021,BMP,53.90
07/09/2021,BMP,55.00
06/09/2021,BMP,55.70
01/09/2021,BMP,54.50
31/08/2021,BMP,53.70
30/08/2021,BMP,53.60
27/08/2021,BMP,53.40
26/08/2021,BMP,53.50
25/08/2021,BMP,53.60
24/08/2021,BMP,53.00
23/08/2021,BMP,53.50
20/08/2021,BMP,55.30
19/08/2021,BMP,55.80
18/08/2021,BMP,55.80
17/08/2021,BMP,56.80
16/08/2021,BMP,57.30
13/08/2021,BMP,57.60
12/08/2021,BMP,57.70
11/08/2021,BMP,57.80
10/08/2021,BMP,57.20
09/08/2021,BMP,56.70
06/08/2021,BMP,56.80
05/08/2021,BMP,56.80
04/08/2021,BMP,56.80
03/08/2021,BMP,56.80
02/08/2021,BMP,57.20
30/07/2021,BMP,56.20
29/07/2021,BMP,55.80
28/07/2021,BMP,57.00
27/07/2021,BMP,57.90
26/07/2021,BMP,56.80
23/07/2021,BMP,56.40
22/07/2021,BMP,56.30
21/07/2021,BMP,56.10
20/07/2021,BMP,56.50
19/07/2021,BMP,55.50
16/07/2021,BMP,56.80
15/07/2021,BMP,56.50
14/07/2021,BMP,55.10
13/07/2021,BMP,55.90
12/07/2021,BMP,55.00
09/07/2021,BMP,57.00
08/07/2021,BMP,57.20
07/07/2021,BMP,57.60
06/07/2021,BMP,57.40
05/07/2021,BMP,57.60
02/07/2021,BMP,58.80
01/07/2021,BMP,58.90
30/06/2021,BMP,59.30
29/06/2021,BMP,59.30
28/06/2021,BMP,60.10
25/06/2021,BMP,59.50
24/06/2021,BMP,59.30
23/06/2021,BMP,59.70
22/06/2021,BMP,60.80
21/06/2021,BMP,60.60
18/06/2021,BMP,60.90
17/06/2021,BMP,61.40
16/06/2021,BMP,61.00
15/06/2021,BMP,60.50
14/06/2021,BMP,58.10
11/06/2021,BMP,57.80
10/06/2021,BMP,57.00
09/06/2021,BMP,56.60
08/06/2021,BMP,56.70
07/06/2021,BMP,57.30
04/06/2021,BMP,57.40
03/06/2021,BMP,57.60
02/06/2021,BMP,58.30
01/06/2021,BMP,57.80
31/05/2021,BMP,58.10
28/05/2021,BMP,58.60
27/05/2021,BMP,57.80
26/05/2021,BMP,58.70
25/05/2021,BMP,59.00
24/05/2021,BMP,57.80
21/05/2021,BMP,56.90
20/05/2021,BMP,56.60
19/05/2021,BMP,57.20
18/05/2021,BMP,57.70
17/05/2021,BMP,57.20
14/05/2021,BMP,58.80
13/05/2021,BMP,58.80
12/05/2021,BMP,58.40
11/05/2021,BMP,58.20
10/05/2021,BMP,58.10
07/05/2021,BMP,58.60
06/05/2021,BMP,59.40
05/05/2021,BMP,59.60
04/05/2021,BMP,59.10
29/04/2021,BMP,59.30
28/04/2021,BMP,59.20
27/04/2021,BMP,58.50
26/04/2021,BMP,58.80
23/04/2021,BMP,58.80
22/04/2021,BMP,59.00
20/04/2021,BMP,60.00
19/04/2021,BMP,60.10
16/04/2021,BMP,60.60
15/04/2021,BMP,60.60
14/04/2021,BMP,60.40
13/04/2021,BMP,60.20
12/04/2021,BMP,61.50
09/04/2021,BMP,61.50
08/04/2021,BMP,61.50
07/04/2021,BMP,61.60
06/04/2021,BMP,60.00
05/04/2021,BMP,59.60
02/04/2021,BMP,60.00
01/04/2021,BMP,59.20
31/03/2021,BMP,58.30
30/03/2021,BMP,58.70
29/03/2021,BMP,58.70
26/03/2021,BMP,58.40
25/03/2021,BMP,59.50
24/03/2021,BMP,59.60
23/03/2021,BMP,60.20
22/03/2021,BMP,60.40
19/03/2021,BMP,60.80
18/03/2021,BMP,61.00
17/03/2021,BMP,61.00
16/03/2021,BMP,61.30
15/03/2021,BMP,61.90
12/03/2021,BMP,62.20
11/03/2021,BMP,61.80
10/03/2021,BMP,61.80
09/03/2021,BMP,61.30
08/03/2021,BMP,62.00
05/03/2021,BMP,62.60
04/03/2021,BMP,63.50
03/03/2021,BMP,65.20
02/03/2021,BMP,64.90
01/03/2021,BMP,63.60
26/02/2021,BMP,63.00
25/02/2021,BMP,62.00
24/02/2021,BMP,61.30
23/02/2021,BMP,62.80
22/02/2021,BMP,63.40
19/02/2021,BMP,64.00
18/02/2021,BMP,63.00
17/02/2021,BMP,62.00
09/02/2021,BMP,60.10
08/02/2021,BMP,59.90
05/02/2021,BMP,60.80
04/02/2021,BMP,60.10
03/02/2021,BMP,62.00
02/02/2021,BMP,61.60
01/02/2021,BMP,60.00
29/01/2021,BMP,59.60
28/01/2021,BMP,57.20
27/01/2021,BMP,61.50
26/01/2021,BMP,62.20
25/01/2021,BMP,63.40
22/01/2021,BMP,62.40
21/01/2021,BMP,60.00
20/01/2021,BMP,60.00
19/01/2021,BMP,59.80
18/01/2021,BMP,63.20
15/01/2021,BMP,64.10
14/01/2021,BMP,64.80
13/01/2021,BMP,64.90
12/01/2021,BMP,62.90
11/01/2021,BMP,62.00
08/01/2021,BMP,62.40
07/01/2021,BMP,61.80
06/01/2021,BMP,62.90
05/01/2021,BMP,64.50
04/01/2021,BMP,64.00
10/12/2021,BSI,42.00
09/12/2021,BSI,43.00
08/12/2021,BSI,42.10
07/12/2021,BSI,41.65
06/12/2021,BSI,41.15
03/12/2021,BSI,44.20
02/12/2021,BSI,47.50
01/12/2021,BSI,48.30
30/11/2021,BSI,49.50
29/11/2021,BSI,49.95
26/11/2021,BSI,48.70
25/11/2021,BSI,49.75
24/11/2021,BSI,46.50
23/11/2021,BSI,48.40
22/11/2021,BSI,48.50
19/11/2021,BSI,52.10
18/11/2021,BSI,52.10
17/11/2021,BSI,48.75
16/11/2021,BSI,46.90
15/11/2021,BSI,47.90
12/11/2021,BSI,45.40
11/11/2021,BSI,44.90
10/11/2021,BSI,42.80
09/11/2021,BSI,42.10
08/11/2021,BSI,42.10
05/11/2021,BSI,41.80
04/11/2021,BSI,41.50
03/11/2021,BSI,38.80
02/11/2021,BSI,38.50
01/11/2021,BSI,36.00
29/10/2021,BSI,34.90
28/10/2021,BSI,34.70
27/10/2021,BSI,33.45
26/10/2021,BSI,31.95
25/10/2021,BSI,31.40
22/10/2021,BSI,32.00
21/10/2021,BSI,31.60
20/10/2021,BSI,31.70
19/10/2021,BSI,32.60
18/10/2021,BSI,32.60
15/10/2021,BSI,31.40
14/10/2021,BSI,31.20
13/10/2021,BSI,30.70
12/10/2021,BSI,31.40
11/10/2021,BSI,31.80
08/10/2021,BSI,30.50
07/10/2021,BSI,30.70
06/10/2021,BSI,29.00
05/10/2021,BSI,28.55
04/10/2021,BSI,26.70
01/10/2021,BSI,26.30
30/09/2021,BSI,26.80
29/09/2021,BSI,26.90
28/09/2021,BSI,26.90
27/09/2021,BSI,26.40
24/09/2021,BSI,27.55
23/09/2021,BSI,27.80
22/09/2021,BSI,27.95
21/09/2021,BSI,27.45
20/09/2021,BSI,27.50
17/09/2021,BSI,28.10
16/09/2021,BSI,27.20
15/09/2021,BSI,27.30
14/09/2021,BSI,26.20
13/09/2021,BSI,27.20
10/09/2021,BSI,28.10
09/09/2021,BSI,28.50
08/09/2021,BSI,28.10
07/09/2021,BSI,28.55
06/09/2021,BSI,28.40
27/08/2021,BSI,27.80
26/08/2021,BSI,26.70
25/08/2021,BSI,27.90
24/08/2021,BSI,27.50
23/08/2021,BSI,29.30
20/08/2021,BSI,27.30
19/08/2021,BSI,28.40
18/08/2021,BSI,27.70
17/08/2021,BSI,27.10
16/08/2021,BSI,27.50
13/08/2021,BSI,25.00
12/08/2021,BSI,24.00
11/08/2021,BSI,23.00
10/08/2021,BSI,23.80
09/08/2021,BSI,23.70
06/08/2021,BSI,22.30
05/08/2021,BSI,22.70
04/08/2021,BSI,22.50
03/08/2021,BSI,22.10
02/08/2021,BSI,21.50
30/07/2021,BSI,21.80
29/07/2021,BSI,21.50
28/07/2021,BSI,20.80
27/07/2021,BSI,21.00
26/07/2021,BSI,20.40
23/07/2021,BSI,20.40
22/07/2021,BSI,20.60
21/07/2021,BSI,20.40
20/07/2021,BSI,21.00
19/07/2021,BSI,19.80
16/07/2021,BSI,21.20
15/07/2021,BSI,21.50
14/07/2021,BSI,20.60
13/07/2021,BSI,20.80
