year,symbol,price
10/12/2021,AAA,17.00
09/12/2021,AAA,16.80
08/12/2021,AAA,16.60
07/12/2021,AAA,16.55
06/12/2021,AAA,16.25
03/12/2021,AAA,16.90
02/12/2021,AAA,17.55
01/12/2021,AAA,17.40
30/11/2021,AAA,16.85
29/11/2021,AAA,16.80
26/11/2021,AAA,16.90
25/11/2021,AAA,17.10
24/11/2021,AAA,17.00
23/11/2021,AAA,17.10
22/11/2021,AAA,16.60
19/11/2021,AAA,17.50
18/11/2021,AAA,18.60
17/11/2021,AAA,17.90
16/11/2021,AAA,17.80
15/11/2021,AAA,18.40
12/11/2021,AAA,18.30
11/11/2021,AAA,18.00
10/11/2021,AAA,18.15
09/11/2021,AAA,17.10
08/11/2021,AAA,17.25
05/11/2021,AAA,17.00
04/11/2021,AAA,16.60
03/11/2021,AAA,16.70
02/11/2021,AAA,17.50
01/11/2021,AAA,17.55
29/10/2021,AAA,17.20
28/10/2021,AAA,16.90
27/10/2021,AAA,17.10
26/10/2021,AAA,16.20
25/10/2021,AAA,16.15
22/10/2021,AAA,16.15
21/10/2021,AAA,15.90
20/10/2021,AAA,16.00
19/10/2021,AAA,16.10
18/10/2021,AAA,16.15
15/10/2021,AAA,16.35
14/10/2021,AAA,16.55
13/10/2021,AAA,16.25
12/10/2021,AAA,16.25
11/10/2021,AAA,16.20
08/10/2021,AAA,16.20
07/10/2021,AAA,16.55
06/10/2021,AAA,16.10
05/10/2021,AAA,16.00
04/10/2021,AAA,15.70
01/10/2021,AAA,15.55
30/09/2021,AAA,15.70
29/09/2021,AAA,15.70
28/09/2021,AAA,15.75
27/09/2021,AAA,15.55
24/09/2021,AAA,16.30
23/09/2021,AAA,16.60
22/09/2021,AAA,16.50
21/09/2021,AAA,16.05
20/09/2021,AAA,16.20
17/09/2021,AAA,16.55
16/09/2021,AAA,16.00
15/09/2021,AAA,16.10
14/09/2021,AAA,15.80
13/09/2021,AAA,16.05
10/09/2021,AAA,16.30
09/09/2021,AAA,16.15
08/09/2021,AAA,15.90
07/09/2021,AAA,16.00
06/09/2021,AAA,16.65
01/09/2021,AAA,16.20
31/08/2021,AAA,17.75
30/08/2021,AAA,17.70
27/08/2021,AAA,17.85
26/08/2021,AAA,17.15
25/08/2021,AAA,17.10
24/08/2021,AAA,16.80
23/08/2021,AAA,16.80
20/08/2021,AAA,17.40
19/08/2021,AAA,18.25
18/08/2021,AAA,17.65
17/08/2021,AAA,17.70
16/08/2021,AAA,18.00
13/08/2021,AAA,17.35
12/08/2021,AAA,17.25
11/08/2021,AAA,17.00
10/08/2021,AAA,17.35
09/08/2021,AAA,17.25
06/08/2021,AAA,17.05
05/08/2021,AAA,16.45
04/08/2021,AAA,16.20
03/08/2021,AAA,16.25
02/08/2021,AAA,16.25
30/07/2021,AAA,16.15
29/07/2021,AAA,16.15
28/07/2021,AAA,16.30
27/07/2021,AAA,16.00
26/07/2021,AAA,15.45
23/07/2021,AAA,15.55
22/07/2021,AAA,15.95
21/07/2021,AAA,15.45
20/07/2021,AAA,15.45
19/07/2021,AAA,14.80
16/07/2021,AAA,15.75
15/07/2021,AAA,15.95
14/07/2021,AAA,15.55
13/07/2021,AAA,15.90
12/07/2021,AAA,15.40
09/07/2021,AAA,16.10
08/07/2021,AAA,16.70
07/07/2021,AAA,17.30
06/07/2021,AAA,17.30
05/07/2021,AAA,18.55
02/07/2021,AAA,18.65
01/07/2021,AAA,19.45
30/06/2021,AAA,19.50
29/06/2021,AAA,20.50
28/06/2021,AAA,19.75
25/06/2021,AAA,18.50
24/06/2021,AAA,19.05
23/06/2021,AAA,19.00
22/06/2021,AAA,19.50
21/06/2021,AAA,19.90
18/06/2021,AAA,19.45
17/06/2021,AAA,19.15
16/06/2021,AAA,17.90
15/06/2021,AAA,17.25
14/06/2021,AAA,16.15
11/06/2021,AAA,16.10
10/06/2021,AAA,15.70
09/06/2021,AAA,15.50
08/06/2021,AAA,15.45
07/06/2021,AAA,16.00
04/06/2021,AAA,16.30
03/06/2021,AAA,16.25
02/06/2021,AAA,15.20
01/06/2021,AAA,15.15
31/05/2021,AAA,15.25
28/05/2021,AAA,15.35
27/05/2021,AAA,15.15
26/05/2021,AAA,15.50
25/05/2021,AAA,15.75
24/05/2021,AAA,15.60
21/05/2021,AAA,15.30
20/05/2021,AAA,14.85
19/05/2021,AAA,15.10
18/05/2021,AAA,15.15
17/05/2021,AAA,15.30
14/05/2021,AAA,15.55
13/05/2021,AAA,15.50
12/05/2021,AAA,15.80
11/05/2021,AAA,15.70
10/05/2021,AAA,15.70
07/05/2021,AAA,15.35
06/05/2021,AAA,15.85
05/05/2021,AAA,16.30
04/05/2021,AAA,16.00
29/04/2021,AAA,16.45
28/04/2021,AAA,16.70
27/04/2021,AAA,16.70
26/04/2021,AAA,16.00
23/04/2021,AAA,16.75
22/04/2021,AAA,16.30
20/04/2021,AAA,17.50
19/04/2021,AAA,17.75
16/04/2021,AAA,17.85
15/04/2021,AAA,17.90
14/04/2021,AAA,17.85
13/04/2021,AAA,17.00
12/04/2021,AAA,17.50
09/04/2021,AAA,17.50
08/04/2021,AAA,16.80
07/04/2021,AAA,16.50
06/04/2021,AAA,16.40
05/04/2021,AAA,16.55
02/04/2021,AAA,16.65
01/04/2021,AAA,16.65
31/03/2021,AAA,16.60
30/03/2021,AAA,16.45
29/03/2021,AAA,16.25
26/03/2021,AAA,15.95
25/03/2021,AAA,15.90
24/03/2021,AAA,15.70
23/03/2021,AAA,16.35
22/03/2021,AAA,16.70
19/03/2021,AAA,16.70
18/03/2021,AAA,16.70
17/03/2021,AAA,16.60
16/03/2021,AAA,17.00
15/03/2021,AAA,16.75
12/03/2021,AAA,16.15
11/03/2021,AAA,16.20
10/03/2021,AAA,15.70
09/03/2021,AAA,14.70
08/03/2021,AAA,14.70
05/03/2021,AAA,14.60
04/03/2021,AAA,14.30
03/03/2021,AAA,14.80
02/03/2021,AAA,14.80
01/03/2021,AAA,14.85
26/02/2021,AAA,14.30
25/02/2021,AAA,14.30
24/02/2021,AAA,14.00
23/02/2021,AAA,14.25
22/02/2021,AAA,14.40
19/02/2021,AAA,14.30
18/02/2021,AAA,14.15
17/02/2021,AAA,13.65
09/02/2021,AAA,13.00
08/02/2021,AAA,12.85
05/02/2021,AAA,13.25
04/02/2021,AAA,13.30
03/02/2021,AAA,13.30
02/02/2021,AAA,12.50
01/02/2021,AAA,12.20
29/01/2021,AAA,13.10
28/01/2021,AAA,12.95
27/01/2021,AAA,13.90
26/01/2021,AAA,14.40
25/01/2021,AAA,14.70
22/01/2021,AAA,14.45
21/01/2021,AAA,14.70
20/01/2021,AAA,14.25
19/01/2021,AAA,14.40
18/01/2021,AAA,15.45
15/01/2021,AAA,15.60
14/01/2021,AAA,15.45
13/01/2021,AAA,15.40
12/01/2021,AAA,15.50
11/01/2021,AAA,15.80
08/01/2021,AAA,15.15
07/01/2021,AAA,15.20
06/01/2021,AAA,14.55
05/01/2021,AAA,14.50
04/01/2021,AAA,14.55
10/12/2021,AAT,18.90
09/12/2021,AAT,18.80
08/12/2021,AAT,19.25
07/12/2021,AAT,19.35
06/12/2021,AAT,19.40
03/12/2021,AAT,19.75
02/12/2021,AAT,19.70
01/12/2021,AAT,19.85
30/11/2021,AAT,19.60
29/11/2021,AAT,19.75
26/11/2021,AAT,19.90
25/11/2021,AAT,20.25
24/11/2021,AAT,19.55
23/11/2021,AAT,19.80
22/11/2021,AAT,19.50
19/11/2021,AAT,20.50
18/11/2021,AAT,20.80
17/11/2021,AAT,21.00
16/11/2021,AAT,21.00
15/11/2021,AAT,21.00
12/11/2021,AAT,21.50
11/11/2021,AAT,21.10
10/11/2021,AAT,21.15
09/11/2021,AAT,21.30
08/11/2021,AAT,20.70
05/11/2021,AAT,19.80
04/11/2021,AAT,19.60
03/11/2021,AAT,19.80
02/11/2021,AAT,20.25
01/11/2021,AAT,20.25
29/10/2021,AAT,20.30
28/10/2021,AAT,20.25
27/10/2021,AAT,20.35
26/10/2021,AAT,19.20
25/10/2021,AAT,19.25
22/10/2021,AAT,19.60
21/10/2021,AAT,19.40
20/10/2021,AAT,18.95
19/10/2021,AAT,18.90
18/10/2021,AAT,19.50
15/10/2021,AAT,20.10
14/10/2021,AAT,20.60
13/10/2021,AAT,23.70
12/10/2021,AAT,23.40
11/10/2021,AAT,23.30
08/10/2021,AAT,23.20
07/10/2021,AAT,23.35
06/10/2021,AAT,22.60
05/10/2021,AAT,22.15
04/10/2021,AAT,22.20
01/10/2021,AAT,22.00
30/09/2021,AAT,22.00
29/09/2021,AAT,22.10
28/09/2021,AAT,21.70
27/09/2021,AAT,21.90
24/09/2021,AAT,22.35
23/09/2021,AAT,22.50
22/09/2021,AAT,22.60
21/09/2021,AAT,22.00
20/09/2021,AAT,22.70
17/09/2021,AAT,23.00
16/09/2021,AAT,22.55
15/09/2021,AAT,22.80
14/09/2021,AAT,22.30
13/09/2021,AAT,22.45
10/09/2021,AAT,22.95
09/09/2021,AAT,21.70
08/09/2021,AAT,21.70
07/09/2021,AAT,21.80
06/09/2021,AAT,21.95
01/09/2021,AAT,20.55
31/08/2021,AAT,20.35
30/08/2021,AAT,20.60
27/08/2021,AAT,20.80
26/08/2021,AAT,20.30
25/08/2021,AAT,19.30
24/08/2021,AAT,19.25
23/08/2021,AAT,19.20
20/08/2021,AAT,19.50
19/08/2021,AAT,19.80
18/08/2021,AAT,19.50
17/08/2021,AAT,19.80
16/08/2021,AAT,19.80
13/08/2021,AAT,19.60
12/08/2021,AAT,19.25
11/08/2021,AAT,19.35
10/08/2021,AAT,18.20
09/08/2021,AAT,18.50
06/08/2021,AAT,18.50
05/08/2021,AAT,18.80
04/08/2021,AAT,17.80
03/08/2021,AAT,17.90
02/08/2021,AAT,17.90
30/07/2021,AAT,17.60
29/07/2021,AAT,17.60
28/07/2021,AAT,17.60
27/07/2021,AAT,17.70
26/07/2021,AAT,17.50
23/07/2021,AAT,17.80
22/07/2021,AAT,18.10
21/07/2021,AAT,18.00
20/07/2021,AAT,17.60
19/07/2021,AAT,16.60
16/07/2021,AAT,16.85
15/07/2021,AAT,16.50
14/07/2021,AAT,16.80
13/07/2021,AAT,17.50
12/07/2021,AAT,17.80
09/07/2021,AAT,18.60
08/07/2021,AAT,18.60
07/07/2021,AAT,19.00
06/07/2021,AAT,19.35
05/07/2021,AAT,19.70
02/07/2021,AAT,19.80
01/07/2021,AAT,19.85
30/06/2021,AAT,19.75
29/06/2021,AAT,19.95
28/06/2021,AAT,19.95
25/06/2021,AAT,20.25
24/06/2021,AAT,20.10
23/06/2021,AAT,20.20
22/06/2021,AAT,20.30
21/06/2021,AAT,20.25
18/06/2021,AAT,20.50
17/06/2021,AAT,20.40
16/06/2021,AAT,20.50
15/06/2021,AAT,20.70
14/06/2021,AAT,20.60
11/06/2021,AAT,20.80
10/06/2021,AAT,19.85
09/06/2021,AAT,19.95
08/06/2021,AAT,19.80
07/06/2021,AAT,19.60
04/06/2021,AAT,19.45
03/06/2021,AAT,19.50
02/06/2021,AAT,19.30
01/06/2021,AAT,19.50
31/05/2021,AAT,19.50
28/05/2021,AAT,19.80
27/05/2021,AAT,19.50
26/05/2021,AAT,20.25
25/05/2021,AAT,20.65
24/05/2021,AAT,20.75
21/05/2021,AAT,21.00
20/05/2021,AAT,21.50
19/05/2021,AAT,20.75
18/05/2021,AAT,19.60
17/05/2021,AAT,19.80
14/05/2021,AAT,20.35
13/05/2021,AAT,19.35
12/05/2021,AAT,18.10
11/05/2021,AAT,18.20
10/05/2021,AAT,18.00
07/05/2021,AAT,18.20
06/05/2021,AAT,18.60
05/05/2021,AAT,17.65
04/05/2021,AAT,16.50
29/04/2021,AAT,16.75
28/04/2021,AAT,16.90
27/04/2021,AAT,16.80
26/04/2021,AAT,16.80
23/04/2021,AAT,17.10
22/04/2021,AAT,16.00
20/04/2021,AAT,16.80
19/04/2021,AAT,16.20
16/04/2021,AAT,16.50
15/04/2021,AAT,15.90
14/04/2021,AAT,15.55
13/04/2021,AAT,15.65
12/04/2021,AAT,15.05
09/04/2021,AAT,14.10
08/04/2021,AAT,13.20
07/04/2021,AAT,13.50
06/04/2021,AAT,13.45
05/04/2021,AAT,12.60
02/04/2021,AAT,13.00
01/04/2021,AAT,13.40
31/03/2021,AAT,12.55
30/03/2021,AAT,11.75
29/03/2021,AAT,11.00
26/03/2021,AAT,11.35
25/03/2021,AAT,12.20
24/03/2021,AAT,12.70
10/12/2021,ABT,37.00
09/12/2021,ABT,37.00
08/12/2021,ABT,37.50
07/12/2021,ABT,37.00
06/12/2021,ABT,35.50
03/12/2021,ABT,33.65
02/12/2021,ABT,35.50
01/12/2021,ABT,36.00
30/11/2021,ABT,36.10
29/11/2021,ABT,35.80
26/11/2021,ABT,35.60
25/11/2021,ABT,35.50
24/11/2021,ABT,35.00
23/11/2021,ABT,34.00
22/11/2021,ABT,35.00
19/11/2021,ABT,35.00
18/11/2021,ABT,34.00
17/11/2021,ABT,34.05
16/11/2021,ABT,36.60
15/11/2021,ABT,36.60
12/11/2021,ABT,36.60
11/11/2021,ABT,36.80
10/11/2021,ABT,35.00
09/11/2021,ABT,34.70
08/11/2021,ABT,34.80
05/11/2021,ABT,34.50
04/11/2021,ABT,32.50
03/11/2021,ABT,34.80
02/11/2021,ABT,34.80
01/11/2021,ABT,34.80
29/10/2021,ABT,35.00
28/10/2021,ABT,34.00
27/10/2021,ABT,34.05
26/10/2021,ABT,35.20
25/10/2021,ABT,34.00
22/10/2021,ABT,34.00
21/10/2021,ABT,35.00
20/10/2021,ABT,35.00
19/10/2021,ABT,35.00
18/10/2021,ABT,35.00
15/10/2021,ABT,35.00
14/10/2021,ABT,34.20
13/10/2021,ABT,34.20
12/10/2021,ABT,34.20
11/10/2021,ABT,34.20
08/10/2021,ABT,34.20
07/10/2021,ABT,34.20
06/10/2021,ABT,33.00
05/10/2021,ABT,33.00
04/10/2021,ABT,32.00
01/10/2021,ABT,33.20
30/09/2021,ABT,32.00
29/09/2021,ABT,31.90
28/09/2021,ABT,29.85
27/09/2021,ABT,27.90
24/09/2021,ABT,27.90
23/09/2021,ABT,28.00
22/09/2021,ABT,28.00
21/09/2021,ABT,28.95
20/09/2021,ABT,27.90
17/09/2021,ABT,27.10
16/09/2021,ABT,27.30
15/09/2021,ABT,27.10
14/09/2021,ABT,28.10
13/09/2021,ABT,28.10
10/09/2021,ABT,27.10
09/09/2021,ABT,28.30
08/09/2021,ABT,28.30
07/09/2021,ABT,28.00
06/09/2021,ABT,27.00
27/08/2021,ABT,27.50
26/08/2021,ABT,27.50
25/08/2021,ABT,27.50
24/08/2021,ABT,27.00
23/08/2021,ABT,27.50
20/08/2021,ABT,27.50
19/08/2021,ABT,28.00
18/08/2021,ABT,27.60
17/08/2021,ABT,27.60
16/08/2021,ABT,27.40
13/08/2021,ABT,27.40
12/08/2021,ABT,27.00
11/08/2021,ABT,27.20
10/08/2021,ABT,27.50
09/08/2021,ABT,27.10
06/08/2021,ABT,26.90
05/08/2021,ABT,27.00
04/08/2021,ABT,27.00
03/08/2021,ABT,27.00
02/08/2021,ABT,27.20
30/07/2021,ABT,27.10
29/07/2021,ABT,27.00
28/07/2021,ABT,27.00
27/07/2021,ABT,27.60
26/07/2021,ABT,27.60
23/07/2021,ABT,26.90
22/07/2021,ABT,27.10
21/07/2021,ABT,27.10
20/07/2021,ABT,25.80
19/07/2021,ABT,25.80
16/07/2021,ABT,28.10
15/07/2021,ABT,28.20
14/07/2021,ABT,28.20
13/07/2021,ABT,28.20
12/07/2021,ABT,27.40
09/07/2021,ABT,28.10
08/07/2021,ABT,28.00
07/07/2021,ABT,28.20
06/07/2021,ABT,28.10
05/07/2021,ABT,28.40
02/07/2021,ABT,28.20
01/07/2021,ABT,28.40
30/06/2021,ABT,28.40
29/06/2021,ABT,28.30
28/06/2021,ABT,28.40
25/06/2021,ABT,28.40
24/06/2021,ABT,28.40
23/06/2021,ABT,28.50
22/06/2021,ABT,28.30
21/06/2021,ABT,28.30
18/06/2021,ABT,27.90
17/06/2021,ABT,28.00
16/06/2021,ABT,27.90
15/06/2021,ABT,26.80
14/06/2021,ABT,28.00
11/06/2021,ABT,30.00
10/06/2021,ABT,30.00
09/06/2021,ABT,31.00
08/06/2021,ABT,30.00
07/06/2021,ABT,31.00
04/06/2021,ABT,31.00
03/06/2021,ABT,31.10
02/06/2021,ABT,29.00
01/06/2021,ABT,29.40
31/05/2021,ABT,29.40
28/05/2021,ABT,29.40
27/05/2021,ABT,29.40
26/05/2021,ABT,29.40
25/05/2021,ABT,29.40
24/05/2021,ABT,29.30
21/05/2021,ABT,29.20
20/05/2021,ABT,29.00
19/05/2021,ABT,29.00
18/05/2021,ABT,28.50
17/05/2021,ABT,30.00
14/05/2021,ABT,30.00
13/05/2021,ABT,30.00
12/05/2021,ABT,29.50
11/05/2021,ABT,29.50
10/05/2021,ABT,30.00
07/05/2021,ABT,30.00
06/05/2021,ABT,31.50
05/05/2021,ABT,31.50
04/05/2021,ABT,30.00
29/04/2021,ABT,31.90
28/04/2021,ABT,32.00
27/04/2021,ABT,32.00
26/04/2021,ABT,32.00
23/04/2021,ABT,32.00
22/04/2021,ABT,32.00
20/04/2021,ABT,32.00
19/04/2021,ABT,32.00
16/04/2021,ABT,30.00
15/04/2021,ABT,30.10
14/04/2021,ABT,30.10
13/04/2021,ABT,30.10
12/04/2021,ABT,30.20
09/04/2021,ABT,30.80
08/04/2021,ABT,30.20
07/04/2021,ABT,30.20
06/04/2021,ABT,30.40
05/04/2021,ABT,30.40
02/04/2021,ABT,30.50
01/04/2021,ABT,30.80
26/03/2021,ABT,30.40
25/03/2021,ABT,30.50
24/03/2021,ABT,30.80
23/03/2021,ABT,30.80
22/03/2021,ABT,31.40
19/03/2021,ABT,31.30
18/03/2021,ABT,33.00
17/03/2021,ABT,32.30
16/03/2021,ABT,32.20
15/03/2021,ABT,31.80
12/03/2021,ABT,32.20
11/03/2021,ABT,32.20
10/03/2021,ABT,31.00
09/03/2021,ABT,32.05
08/03/2021,ABT,31.50
05/03/2021,ABT,31.50
04/03/2021,ABT,31.50
03/03/2021,ABT,31.80
02/03/2021,ABT,32.00
01/03/2021,ABT,32.00
26/02/2021,ABT,30.60
25/02/2021,ABT,30.60
24/02/2021,ABT,30.60
23/02/2021,ABT,30.60
22/02/2021,ABT,30.60
19/02/2021,ABT,30.60
18/02/2021,ABT,32.50
17/02/2021,ABT,30.50
09/02/2021,ABT,30.50
08/02/2021,ABT,30.50
05/02/2021,ABT,30.50
04/02/2021,ABT,30.50
03/02/2021,ABT,30.50
02/02/2021,ABT,30.50
01/02/2021,ABT,32.40
29/01/2021,ABT,32.40
28/01/2021,ABT,31.00
27/01/2021,ABT,32.00
26/01/2021,ABT,32.00
25/01/2021,ABT,32.00
22/01/2021,ABT,32.40
21/01/2021,ABT,32.00
20/01/2021,ABT,32.00
19/01/2021,ABT,32.00
18/01/2021,ABT,31.80
15/01/2021,ABT,32.40
14/01/2021,ABT,32.50
13/01/2021,ABT,31.15
12/01/2021,ABT,31.30
11/01/2021,ABT,31.30
08/01/2021,ABT,31.20
07/01/2021,ABT,31.10
06/01/2021,ABT,31.20
05/01/2021,ABT,31.00
04/01/2021,ABT,31.00
10/12/2021,ACC,25.60
09/12/2021,ACC,25.80
08/12/2021,ACC,25.35
07/12/2021,ACC,25.35
06/12/2021,ACC,25.30
03/12/2021,ACC,25.50
02/12/2021,ACC,26.20
01/12/2021,ACC,26.30
30/11/2021,ACC,25.95
29/11/2021,ACC,26.00
26/11/2021,ACC,25.10
25/11/2021,ACC,25.70
24/11/2021,ACC,25.00
23/11/2021,ACC,24.50
22/11/2021,ACC,23.90
19/11/2021,ACC,24.10
18/11/2021,ACC,24.50
17/11/2021,ACC,24.00
16/11/2021,ACC,24.05
15/11/2021,ACC,24.10
12/11/2021,ACC,23.10
11/11/2021,ACC,23.40
10/11/2021,ACC,22.85
09/11/2021,ACC,23.25
08/11/2021,ACC,24.00
05/11/2021,ACC,24.95
04/11/2021,ACC,25.40
03/11/2021,ACC,24.55
02/11/2021,ACC,22.95
01/11/2021,ACC,22.50
29/10/2021,ACC,22.10
28/10/2021,ACC,21.50
27/10/2021,ACC,20.40
26/10/2021,ACC,19.10
25/10/2021,ACC,18.85
22/10/2021,ACC,19.35
21/10/2021,ACC,19.20
20/10/2021,ACC,18.75
19/10/2021,ACC,18.40
18/10/2021,ACC,18.30
15/10/2021,ACC,18.20
14/10/2021,ACC,18.10
13/10/2021,ACC,18.20
12/10/2021,ACC,17.60
11/10/2021,ACC,17.60
08/10/2021,ACC,17.65
07/10/2021,ACC,17.65
06/10/2021,ACC,17.65
05/10/2021,ACC,17.55
04/10/2021,ACC,17.30
01/10/2021,ACC,17.35
30/09/2021,ACC,16.60
29/09/2021,ACC,16.60
28/09/2021,ACC,16.25
27/09/2021,ACC,15.90
24/09/2021,ACC,16.50
23/09/2021,ACC,16.90
22/09/2021,ACC,17.55
21/09/2021,ACC,16.90
20/09/2021,ACC,16.15
17/09/2021,ACC,15.70
16/09/2021,ACC,15.60
15/09/2021,ACC,15.60
14/09/2021,ACC,15.10
13/09/2021,ACC,15.30
10/09/2021,ACC,15.30
09/09/2021,ACC,15.35
08/09/2021,ACC,15.20
07/09/2021,ACC,15.40
06/09/2021,ACC,15.95
01/09/2021,ACC,15.40
31/08/2021,ACC,15.70
30/08/2021,ACC,15.55
27/08/2021,ACC,14.95
26/08/2021,ACC,15.05
25/08/2021,ACC,15.05
24/08/2021,ACC,15.05
23/08/2021,ACC,15.10
20/08/2021,ACC,15.30
19/08/2021,ACC,15.55
18/08/2021,ACC,15.60
17/08/2021,ACC,15.40
16/08/2021,ACC,15.20
13/08/2021,ACC,14.90
12/08/2021,ACC,15.10
11/08/2021,ACC,15.25
10/08/2021,ACC,15.35
09/08/2021,ACC,15.15
06/08/2021,ACC,14.80
05/08/2021,ACC,14.80
04/08/2021,ACC,14.55
03/08/2021,ACC,14.30
02/08/2021,ACC,13.95
30/07/2021,ACC,13.75
29/07/2021,ACC,13.70
28/07/2021,ACC,13.70
27/07/2021,ACC,13.70
26/07/2021,ACC,14.00
23/07/2021,ACC,14.15
22/07/2021,ACC,14.30
21/07/2021,ACC,14.00
20/07/2021,ACC,13.90
19/07/2021,ACC,13.70
16/07/2021,ACC,14.20
15/07/2021,ACC,14.40
14/07/2021,ACC,14.30
13/07/2021,ACC,13.95
12/07/2021,ACC,13.75
09/07/2021,ACC,14.70
08/07/2021,ACC,15.05
07/07/2021,ACC,15.20
06/07/2021,ACC,15.70
05/07/2021,ACC,16.30
02/07/2021,ACC,16.50
01/07/2021,ACC,15.45
30/06/2021,ACC,15.45
29/06/2021,ACC,15.40
28/06/2021,ACC,15.50
25/06/2021,ACC,15.40
24/06/2021,ACC,15.15
23/06/2021,ACC,15.50
22/06/2021,ACC,15.70
21/06/2021,ACC,15.70
18/06/2021,ACC,15.70
17/06/2021,ACC,15.50
16/06/2021,ACC,15.65
15/06/2021,ACC,14.65
14/06/2021,ACC,14.95
11/06/2021,ACC,14.90
10/06/2021,ACC,14.85
09/06/2021,ACC,14.80
08/06/2021,ACC,14.70
07/06/2021,ACC,14.80
04/06/2021,ACC,14.85
03/06/2021,ACC,14.85
02/06/2021,ACC,14.70
01/06/2021,ACC,14.40
31/05/2021,ACC,14.50
28/05/2021,ACC,14.50
27/05/2021,ACC,14.45
26/05/2021,ACC,14.80
25/05/2021,ACC,15.00
24/05/2021,ACC,14.60
21/05/2021,ACC,14.40
20/05/2021,ACC,14.40
19/05/2021,ACC,14.40
18/05/2021,ACC,14.70
17/05/2021,ACC,14.95
14/05/2021,ACC,14.90
13/05/2021,ACC,15.10
12/05/2021,ACC,14.95
11/05/2021,ACC,14.65
10/05/2021,ACC,14.70
07/05/2021,ACC,15.20
06/05/2021,ACC,15.45
05/05/2021,ACC,15.70
04/05/2021,ACC,15.35
29/04/2021,ACC,15.20
28/04/2021,ACC,15.20
27/04/2021,ACC,15.50
26/04/2021,ACC,15.70
23/04/2021,ACC,15.70
22/04/2021,ACC,15.80
20/04/2021,ACC,16.25
19/04/2021,ACC,16.20
16/04/2021,ACC,16.50
15/04/2021,ACC,16.80
14/04/2021,ACC,16.60
13/04/2021,ACC,16.50
12/04/2021,ACC,16.90
09/04/2021,ACC,16.90
08/04/2021,ACC,16.70
07/04/2021,ACC,16.80
06/04/2021,ACC,16.80
05/04/2021,ACC,17.05
02/04/2021,ACC,17.15
01/04/2021,ACC,17.05
31/03/2021,ACC,17.15
30/03/2021,ACC,16.90
29/03/2021,ACC,17.25
26/03/2021,ACC,17.00
25/03/2021,ACC,17.00
24/03/2021,ACC,17.45
23/03/2021,ACC,17.60
22/03/2021,ACC,18.00
19/03/2021,ACC,18.35
18/03/2021,ACC,18.35
17/03/2021,ACC,18.05
16/03/2021,ACC,17.30
15/03/2021,ACC,16.80
12/03/2021,ACC,16.00
11/03/2021,ACC,16.20
10/03/2021,ACC,16.20
09/03/2021,ACC,16.00
08/03/2021,ACC,15.90
05/03/2021,ACC,16.20
04/03/2021,ACC,15.80
03/03/2021,ACC,16.20
02/03/2021,ACC,15.35
01/03/2021,ACC,15.25
26/02/2021,ACC,15.35
25/02/2021,ACC,15.50
24/02/2021,ACC,15.00
23/02/2021,ACC,15.20
22/02/2021,ACC,15.25
19/02/2021,ACC,14.90
18/02/2021,ACC,14.90
17/02/2021,ACC,14.50
09/02/2021,ACC,14.20
08/02/2021,ACC,14.00
05/02/2021,ACC,14.00
04/02/2021,ACC,14.20
03/02/2021,ACC,14.00
02/02/2021,ACC,13.80
01/02/2021,ACC,13.70
29/01/2021,ACC,13.70
28/01/2021,ACC,13.15
27/01/2021,ACC,14.10
26/01/2021,ACC,14.20
25/01/2021,ACC,14.80
22/01/2021,ACC,15.05
21/01/2021,ACC,15.40
20/01/2021,ACC,14.90
19/01/2021,ACC,15.05
18/01/2021,ACC,16.15
15/01/2021,ACC,15.85
14/01/2021,ACC,16.00
13/01/2021,ACC,16.10
12/01/2021,ACC,16.40
11/01/2021,ACC,16.50
08/01/2021,ACC,16.65
07/01/2021,ACC,16.75
06/01/2021,ACC,17.20
05/01/2021,ACC,16.90
04/01/2021,ACC,15.80
10/12/2021,ADG,50.00
09/12/2021,ADG,49.65
08/12/2021,ADG,50.00
07/12/2021,ADG,48.75
06/12/2021,ADG,48.00
03/12/2021,ADG,47.50
02/12/2021,ADG,47.05
01/12/2021,ADG,47.15
30/11/2021,ADG,48.15
29/11/2021,ADG,50.00
26/11/2021,ADG,49.20
25/11/2021,ADG,47.60
24/11/2021,ADG,45.60
23/11/2021,ADG,46.05
22/11/2021,ADG,46.30
19/11/2021,ADG,46.10
18/11/2021,ADG,46.10
17/11/2021,ADG,46.10
16/11/2021,ADG,46.15
15/11/2021,ADG,46.20
12/11/2021,ADG,46.20
11/11/2021,ADG,46.10
10/11/2021,ADG,46.40
09/11/2021,ADG,46.40
08/11/2021,ADG,46.00
05/11/2021,ADG,46.70
04/11/2021,ADG,47.00
03/11/2021,ADG,47.60
02/11/2021,ADG,47.90
01/11/2021,ADG,46.70
29/10/2021,ADG,45.90
28/10/2021,ADG,45.80
27/10/2021,ADG,46.10
26/10/2021,ADG,46.30
25/10/2021,ADG,46.50
22/10/2021,ADG,46.20
21/10/2021,ADG,46.20
20/10/2021,ADG,46.50
19/10/2021,ADG,46.50
18/10/2021,ADG,46.00
15/10/2021,ADG,46.50
14/10/2021,ADG,46.00
13/10/2021,ADG,44.40
12/10/2021,ADG,43.70
11/10/2021,ADG,43.90
08/10/2021,ADG,43.80
07/10/2021,ADG,42.90
06/10/2021,ADG,42.15
05/10/2021,ADG,41.95
04/10/2021,ADG,41.50
